order_id,order_date,year,month,month_name,product,category,price,quantity,total_sales,customer_name,customer_location,payment_method,order_status,avg_order_value,is_cancelled
ORD0194,2025-02-20,2025,2,Feb,Jeans,Clothing,40.0,4,160.0,John Doe,San Francisco,Debit Card,Cancelled,40.0,1
ORD0195,2025-03-10,2025,3,Mar,Smartphone,Electronics,500.0,3,1500.0,Olivia Wilson,Denver,Gift Card,Cancelled,500.0,1
ORD0196,2025-03-04,2025,3,Mar,Headphones,Electronics,100.0,5,500.0,Daniel Harris,Seattle,Debit Card,Pending,100.0,0
ORD0197,2025-03-12,2025,3,Mar,Running Shoes,Footwear,60.0,2,120.0,Michael Brown,Denver,Gift Card,Completed,60.0,0
ORD0198,2025-02-20,2025,2,Feb,Laptop,Electronics,800.0,4,3200.0,Jane Smith,Seattle,Amazon Pay,Pending,800.0,0
ORD0199,2025-02-22,2025,2,Feb,Smartphone,Electronics,500.0,3,1500.0,Chris White,Dallas,Credit Card,Completed,500.0,0
ORD0200,2025-02-10,2025,2,Feb,Book,Books,15.0,2,30.0,Chris White,Los Angeles,Debit Card,Completed,15.0,0
ORD0201,2025-02-03,2025,2,Feb,Book,Books,15.0,4,60.0,Michael Brown,San Francisco,Credit Card,Completed,15.0,0
ORD0202,2025-02-21,2025,2,Feb,Smartphone,Electronics,500.0,2,1000.0,Daniel Harris,Miami,Credit Card,Cancelled,500.0,1
ORD0203,2025-02-21,2025,2,Feb,Refrigerator,Home Appliances,1200.0,3,3600.0,John Doe,Dallas,Debit Card,Completed,1200.0,0
ORD0204,2025-03-08,2025,3,Mar,Running Shoes,Footwear,60.0,5,300.0,Jane Smith,Miami,Gift Card,Pending,60.0,0
ORD0205,2025-02-27,2025,2,Feb,Headphones,Electronics,100.0,2,200.0,David Lee,Houston,PayPal,Completed,100.0,0
ORD0206,2025-02-12,2025,2,Feb,Washing Machine,Home Appliances,600.0,5,3000.0,Emma Clark,Miami,Amazon Pay,Pending,600.0,0
ORD0207,2025-03-21,2025,3,Mar,Washing Machine,Home Appliances,600.0,1,600.0,John Doe,Miami,Credit Card,Completed,600.0,0
ORD0208,2025-02-02,2025,2,Feb,Refrigerator,Home Appliances,1200.0,3,3600.0,John Doe,Miami,PayPal,Completed,1200.0,0
ORD0209,2025-03-29,2025,3,Mar,Jeans,Clothing,40.0,5,200.0,Daniel Harris,Dallas,PayPal,Completed,40.0,0
ORD0210,2025-03-23,2025,3,Mar,Laptop,Electronics,800.0,3,2400.0,Jane Smith,New York,PayPal,Completed,800.0,0
ORD0211,2025-03-13,2025,3,Mar,Smartphone,Electronics,500.0,1,500.0,David Lee,Miami,Gift Card,Pending,500.0,0
ORD0212,2025-03-09,2025,3,Mar,T-Shirt,Clothing,20.0,4,80.0,Emma Clark,Houston,Debit Card,Completed,20.0,0
ORD0213,2025-02-06,2025,2,Feb,Laptop,Electronics,800.0,1,800.0,Jane Smith,Los Angeles,Amazon Pay,Cancelled,800.0,1
ORD0214,2025-02-18,2025,2,Feb,Smartwatch,Electronics,150.0,5,750.0,Emily Johnson,Houston,Debit Card,Completed,150.0,0
ORD0215,2025-03-07,2025,3,Mar,Running Shoes,Footwear,60.0,1,60.0,Emma Clark,Houston,PayPal,Completed,60.0,0
ORD0216,2025-03-26,2025,3,Mar,Jeans,Clothing,40.0,2,80.0,Chris White,Chicago,Credit Card,Completed,40.0,0
ORD0217,2025-03-19,2025,3,Mar,Running Shoes,Footwear,60.0,2,120.0,Emma Clark,Boston,Gift Card,Pending,60.0,0
ORD0218,2025-02-15,2025,2,Feb,Headphones,Electronics,100.0,4,400.0,Daniel Harris,New York,Gift Card,Cancelled,100.0,1
ORD0219,2025-02-17,2025,2,Feb,Headphones,Electronics,100.0,3,300.0,David Lee,Houston,PayPal,Cancelled,100.0,1
ORD0220,2025-02-10,2025,2,Feb,Smartwatch,Electronics,150.0,3,450.0,Michael Brown,Denver,Debit Card,Completed,150.0,0
ORD0221,2025-02-28,2025,2,Feb,Washing Machine,Home Appliances,600.0,2,1200.0,Emily Johnson,Chicago,Gift Card,Cancelled,600.0,1
ORD0222,2025-02-16,2025,2,Feb,Washing Machine,Home Appliances,600.0,2,1200.0,Chris White,Seattle,PayPal,Cancelled,600.0,1
ORD0223,2025-03-24,2025,3,Mar,Jeans,Clothing,40.0,2,80.0,David Lee,Denver,Amazon Pay,Cancelled,40.0,1
ORD0224,2025-03-18,2025,3,Mar,Refrigerator,Home Appliances,1200.0,1,1200.0,Jane Smith,Miami,PayPal,Completed,1200.0,0
ORD0225,2025-03-11,2025,3,Mar,Jeans,Clothing,40.0,1,40.0,Sophia Miller,New York,Gift Card,Cancelled,40.0,1
ORD0226,2025-03-05,2025,3,Mar,Running Shoes,Footwear,60.0,4,240.0,Chris White,Chicago,Amazon Pay,Completed,60.0,0
ORD0227,2025-04-02,2025,4,Apr,Headphones,Electronics,100.0,5,500.0,Emma Clark,Miami,Amazon Pay,Cancelled,100.0,1
ORD0228,2025-02-12,2025,2,Feb,Running Shoes,Footwear,60.0,1,60.0,David Lee,San Francisco,Credit Card,Pending,60.0,0
ORD0229,2025-03-21,2025,3,Mar,Running Shoes,Footwear,60.0,3,180.0,Emma Clark,San Francisco,Credit Card,Pending,60.0,0
ORD0230,2025-03-31,2025,3,Mar,Headphones,Electronics,100.0,4,400.0,Jane Smith,San Francisco,Amazon Pay,Pending,100.0,0
ORD0231,2025-02-16,2025,2,Feb,Laptop,Electronics,800.0,5,4000.0,Jane Smith,Boston,Credit Card,Cancelled,800.0,1
ORD0232,2025-03-14,2025,3,Mar,Refrigerator,Home Appliances,1200.0,3,3600.0,Emma Clark,Los Angeles,Credit Card,Completed,1200.0,0
ORD0233,2025-02-20,2025,2,Feb,Running Shoes,Footwear,60.0,1,60.0,David Lee,Boston,PayPal,Cancelled,60.0,1
ORD0234,2025-03-08,2025,3,Mar,Book,Books,15.0,1,15.0,Jane Smith,Miami,Amazon Pay,Cancelled,15.0,1
ORD0235,2025-03-23,2025,3,Mar,Refrigerator,Home Appliances,1200.0,1,1200.0,Daniel Harris,Dallas,PayPal,Completed,1200.0,0
ORD0236,2025-03-05,2025,3,Mar,Smartphone,Electronics,500.0,5,2500.0,John Doe,Boston,PayPal,Completed,500.0,0
ORD0237,2025-02-11,2025,2,Feb,Headphones,Electronics,100.0,3,300.0,Michael Brown,Houston,Debit Card,Cancelled,100.0,1
ORD0238,2025-03-16,2025,3,Mar,Headphones,Electronics,100.0,1,100.0,Olivia Wilson,Denver,PayPal,Completed,100.0,0
ORD0239,2025-03-22,2025,3,Mar,Smartwatch,Electronics,150.0,5,750.0,Daniel Harris,Houston,Amazon Pay,Completed,150.0,0
ORD0240,2025-02-09,2025,2,Feb,Smartwatch,Electronics,150.0,1,150.0,John Doe,Denver,Gift Card,Pending,150.0,0
ORD0241,2025-03-30,2025,3,Mar,Smartphone,Electronics,500.0,4,2000.0,Olivia Wilson,New York,Credit Card,Pending,500.0,0
ORD0242,2025-03-08,2025,3,Mar,Smartphone,Electronics,500.0,4,2000.0,Chris White,Boston,Gift Card,Pending,500.0,0
ORD0243,2025-03-05,2025,3,Mar,Running Shoes,Footwear,60.0,2,120.0,Chris White,Houston,Amazon Pay,Completed,60.0,0
ORD0244,2025-02-06,2025,2,Feb,Smartphone,Electronics,500.0,4,2000.0,Emma Clark,Houston,Credit Card,Completed,500.0,0
ORD0245,2025-02-04,2025,2,Feb,Laptop,Electronics,800.0,1,800.0,Michael Brown,Los Angeles,Credit Card,Cancelled,800.0,1
ORD0246,2025-03-17,2025,3,Mar,T-Shirt,Clothing,20.0,2,40.0,Daniel Harris,Miami,Debit Card,Cancelled,20.0,1
ORD0247,2025-03-30,2025,3,Mar,Jeans,Clothing,40.0,1,40.0,Sophia Miller,Dallas,Debit Card,Cancelled,40.0,1
ORD0248,2025-03-05,2025,3,Mar,T-Shirt,Clothing,20.0,2,40.0,Chris White,Denver,Debit Card,Cancelled,20.0,1
ORD0249,2025-03-08,2025,3,Mar,Smartwatch,Electronics,150.0,3,450.0,Emily Johnson,New York,Debit Card,Cancelled,150.0,1
ORD0250,2025-02-19,2025,2,Feb,Smartphone,Electronics,500.0,4,2000.0,Emily Johnson,Seattle,Amazon Pay,Completed,500.0,0
